ID,Class,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Feature51,Feature52,Feature53,Feature54,Feature55,Feature56,Feature57,Feature58,Feature59,Feature60,Feature61,Feature62,Feature63,Feature64,Feature65,Feature66,Feature67,Feature68,Feature69,Feature70,Feature71,Feature72,Feature73,Feature74,Feature75,Feature76,Feature77,Feature78,Feature79,Feature80
8603,watch,0,0,0,0,0,1,1,2,1,2,0,2,1,5,1,5,1,0,7,0,1,5,3,1,2,3,2,6,5,7,4,1,3,6,5,4,4,2,2,2,0,4,1,5,3,5,2,3,6,6,5,2,6,2,5,2,6,3,3,2,0,0,1,0,1,0,1,0,3,2,0,1,2,0,2,0,0,0,0,0
8604,joshua_tree,0,4,6,3,1,0,6,2,0,1,0,5,1,3,1,0,4,2,2,2,0,2,0,1,0,0,2,0,0,1,4,2,4,7,5,4,3,5,1,3,2,4,2,6,6,1,4,5,6,6,3,4,6,6,4,6,1,5,5,5,3,2,5,7,6,1,3,6,3,7,4,4,4,6,5,2,3,6,6,6
8605,watch,0,0,3,0,1,0,1,2,1,2,0,1,0,2,0,0,0,0,4,4,6,1,4,1,6,4,3,6,0,5,3,2,6,5,4,3,2,1,0,4,5,3,3,5,3,4,2,5,4,3,3,2,5,3,4,2,2,1,0,1,0,2,0,2,4,0,1,0,2,0,3,0,1,0,2,1,0,2,2,2
8606,Motorbikes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,5,0,2,3,2,3,4,6,5,1,0,0,0,1,1,0,2,1,2,1,4,6,4,6,3,2,4,6,5,2,0,2,3,2,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
8607,airplanes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,2,0,7,2,0,2,1,7,2,0,2,2,6,3,0,3,2,3,2,2,4,1,6,5,2,3,1,4,3,5,5,2,5,4,4,3
8608,Motorbikes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,5,1,2,3,1,5,6,3,4,0,0,0,0,0,3,0,2,0,2,3,5,4,6,6,3,3,5,4,6,3,2,1,3,2,0,0,0,2,1,0,5,1,0,2,0,2,0,1,1,0,1,1,0,1
8609,Leopards,1,4,4,4,4,0,5,5,2,4,0,6,4,2,5,3,5,2,4,3,2,2,6,2,5,0,3,4,5,7,2,3,6,4,7,3,3,5,4,5,3,3,4,2,4,4,4,4,4,4,2,3,4,5,7,2,1,2,4,4,3,2,2,2,1,1,4,1,5,1,1,3,2,1,1,2,2,1,1,1
8610,Faces,3,5,5,1,3,0,5,6,3,7,1,5,7,2,6,2,5,5,4,6,4,2,3,6,5,6,1,4,6,5,3,3,7,7,3,6,1,4,5,6,3,4,2,3,3,4,4,3,4,3,4,3,5,5,3,5,5,4,3,3,3,5,3,2,3,1,2,3,4,2,2,4,6,5,4,5,4,2,3,4
8611,binocular,4,2,5,6,4,6,2,2,4,2,3,3,2,2,3,0,0,2,3,4,5,4,4,5,2,5,4,3,5,5,3,3,6,6,2,2,3,7,2,5,7,2,1,4,1,7,1,5,2,4,6,1,0,5,1,4,2,4,6,2,4,2,5,7,3,5,2,5,3,4,7,1,2,3,1,5,2,4,5,3
8612,camera,4,4,5,2,2,2,6,2,0,2,1,6,4,3,4,3,5,0,2,1,6,0,2,6,6,4,1,4,5,5,3,2,4,2,3,6,1,0,7,3,4,2,4,6,3,2,4,4,3,5,3,4,2,2,3,5,0,5,0,2,2,4,0,1,0,0,6,3,1,2,1,5,0,7,1,4,4,3,4,2
8613,BACKGROUND_Google,0,2,0,5,4,2,3,2,7,4,3,6,4,6,2,4,3,6,3,4,1,4,3,6,5,4,4,1,2,3,1,5,5,4,3,4,4,6,4,5,3,2,4,6,6,5,3,4,6,5,3,3,5,5,5,4,4,5,3,4,1,6,5,6,5,5,3,3,6,3,3,3,5,4,5,2,5,4,4,4
8614,airplanes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,1,1,2,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,2,1,6,3,3,3,1,5,3,2,2,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
8615,Faces,6,2,1,1,0,1,5,6,2,1,0,3,0,4,5,0,0,0,0,0,7,0,0,0,0,6,2,4,1,1,4,2,2,6,2,4,1,2,2,1,6,1,0,2,1,4,3,4,6,3,5,4,5,5,3,3,5,1,2,4,5,0,1,0,1,3,3,2,5,3,2,3,7,1,2,1,4,0,4,1
8616,Leopards,6,3,5,5,2,2,5,3,5,3,2,4,4,3,4,1,4,0,1,0,5,3,6,7,3,4,2,5,6,7,3,3,6,6,6,3,2,3,6,3,5,1,6,5,5,2,3,5,6,6,4,2,5,5,6,5,1,3,4,2,4,3,6,6,4,3,3,5,7,5,1,1,7,5,7,3,3,4,4,4
8617,ceiling_fan,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,1,1,3,0,2,2,2,2,1,1,2,0,3,1,1,1,0,0,0,0,1,1,1,5,1,4,1,3,4,4,4,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
8618,Faces,0,0,0,0,0,0,5,5,1,1,1,5,0,7,3,0,2,0,0,0,0,0,0,0,0,6,1,2,2,1,6,2,4,6,2,2,0,0,1,0,0,0,0,0,0,5,2,6,5,2,6,2,4,3,5,3,0,0,4,1,0,0,1,1,0,2,4,2,6,2,2,6,4,6,2,2,0,3,6,2
8619,pizza,5,4,4,4,3,2,5,6,6,4,3,6,5,4,4,5,5,2,2,3,6,2,4,6,5,3,3,5,5,6,3,4,3,5,6,6,2,5,6,3,6,1,3,6,5,3,3,5,6,6,3,2,6,6,6,5,2,5,5,5,5,6,2,3,2,0,6,5,4,5,2,5,5,4,5,4,6,4,0,2
8620,revolver,0,0,0,0,0,0,2,1,0,2,0,3,0,0,1,0,1,0,0,0,1,1,0,2,2,1,2,3,0,4,2,2,1,0,4,1,1,2,0,1,3,0,6,3,6,1,2,1,1,4,0,0,1,0,2,0,0,0,0,0,3,1,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8621,airplanes,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,0,1,2,1,2,0,0,0,0,0,0,2,0,0,0,1,2,1,1,2,1,6,3,3,4,1,7,4,3,1,1,7,2,2,2,1,1,0,0,0,0,4,1,1,0,0,6,2,1,1,1,5,2,3,2
8622,garfield,3,1,5,4,4,3,2,6,5,3,0,0,1,0,0,0,0,0,0,0,4,4,5,6,5,3,3,6,4,5,1,0,0,1,1,0,0,0,0,0,4,2,4,7,5,2,4,5,6,4,1,0,0,0,1,0,0,0,0,0,5,4,5,4,4,3,3,6,3,5,2,1,2,2,1,0,0,0,0,0
8623,hedgehog,3,2,4,7,7,4,3,5,6,6,3,1,5,6,7,2,2,5,6,7,3,2,4,6,7,3,3,4,6,7,2,1,3,5,7,2,2,4,6,7,4,2,3,6,7,3,3,4,4,7,2,3,5,6,7,2,2,4,6,7,3,3,1,5,7,2,2,5,6,7,3,1,4,5,7,3,1,4,6,7
8624,airplanes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,2,1,6,2,3,3,0,6,2,3,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8625,okapi,5,5,4,4,3,1,5,3,5,2,4,5,2,2,3,3,6,4,5,2,5,5,2,2,3,1,1,2,3,2,3,3,4,3,2,3,5,5,6,1,5,3,6,5,4,3,2,3,6,6,3,4,5,6,5,3,5,2,7,4,6,3,5,2,4,3,4,5,5,6,4,3,5,4,6,3,3,5,4,7
8626,cougar_body,1,6,4,4,4,0,7,3,5,3,3,5,5,4,5,2,5,5,4,5,4,2,5,5,6,2,2,4,6,2,3,2,4,6,4,4,3,5,6,5,2,2,7,5,4,2,2,4,6,3,1,3,6,3,6,0,1,2,1,2,6,2,6,4,5,2,2,3,4,1,2,0,7,2,3,3,2,6,5,5
8627,pagoda,0,0,1,0,0,0,0,7,0,1,0,0,6,0,0,1,1,4,2,3,0,0,7,1,1,0,0,5,4,5,3,2,3,6,7,2,2,3,5,5,3,1,4,6,7,1,2,5,7,7,1,2,3,5,5,0,0,1,0,2,1,2,5,4,6,3,2,2,6,5,0,0,3,0,2,0,0,0,0,1
8628,ferry,0,1,3,2,1,1,3,2,0,2,1,5,1,0,1,3,1,0,2,1,4,2,5,1,3,2,5,3,3,3,2,6,2,6,3,3,3,2,3,3,1,5,2,7,5,2,5,3,5,4,1,6,3,4,1,2,5,7,4,4,2,1,3,7,6,1,5,1,6,3,0,5,2,4,3,0,6,6,2,3
8629,stegosaurus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,5,5,3,1,6,5,6,0,0,0,0,0,1,2,1,1,4,3,5,4,6,5,4,2,6,6,6,2,2,3,4,5,1,1,1,0,1,3,1,4,1,3,1,1,2,2,2,0,0,0,0,0
8630,okapi,3,3,5,7,5,4,3,3,6,6,3,3,3,4,6,4,3,6,6,5,3,5,5,5,6,4,2,5,6,3,2,1,4,2,4,5,1,6,4,5,4,4,4,4,6,4,2,5,6,5,4,3,2,4,5,5,2,6,6,5,6,2,5,7,4,4,1,4,7,6,4,2,5,6,6,5,1,4,5,6
8631,pizza,2,6,4,5,4,0,7,4,3,3,2,3,4,7,6,0,6,3,4,4,1,3,6,4,6,2,4,5,5,7,0,5,6,5,5,2,4,4,6,5,2,3,3,7,5,2,5,6,5,5,2,5,6,4,5,3,3,6,6,5,1,3,0,6,3,0,7,3,5,3,0,7,3,4,3,1,3,7,1,5
8632,sunflower,4,2,5,7,5,4,0,5,3,4,5,2,5,6,4,2,3,5,5,6,4,1,5,4,7,3,2,5,3,5,2,3,6,7,4,3,2,4,6,6,3,3,6,5,6,2,2,6,5,6,5,2,6,3,4,5,2,4,6,4,3,3,5,7,5,3,2,5,7,5,5,1,5,4,5,3,3,5,4,6
8633,airplanes,0,0,0,0,0,2,1,0,0,1,1,1,0,1,0,4,0,1,0,0,2,1,1,1,3,5,3,0,2,3,2,1,1,3,0,6,0,2,0,0,1,7,3,1,1,1,7,2,4,2,0,7,2,1,2,1,6,4,5,5,3,5,4,6,4,3,5,4,3,3,1,5,3,1,1,0,7,2,3,2
8634,rooster,2,3,7,6,6,2,4,3,6,6,3,2,7,5,6,4,2,5,6,6,3,3,3,6,6,4,2,5,5,5,3,2,7,2,6,5,2,6,1,6,3,2,5,4,7,6,1,5,4,4,3,1,7,4,6,3,1,5,2,5,4,2,4,6,7,4,2,6,3,7,3,2,5,3,5,3,2,6,4,6
8635,ketch,1,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,4,1,2,1,1,2,1,3,2,0,6,1,2,4,2,4,1,4,3,2,3,5,5,4,3,3,5,5,5,3,5,5,3,3,1,5,3,4,2,3,0,7,3,5,4,0,7,4,4,4,1,5,4,6,5,2,4,5,3,5
8636,Motorbikes,0,1,0,0,0,0,2,0,0,0,0,3,2,1,1,0,1,0,0,0,2,2,3,1,3,2,5,4,3,3,3,5,5,4,4,1,1,0,1,1,4,2,1,3,2,2,6,4,6,5,5,4,5,4,5,4,1,2,4,3,0,3,1,3,1,0,6,2,0,0,0,5,1,2,1,1,2,3,2,1
8637,chandelier,0,0,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,0,2,6,0,0,4,5,3,2,5,2,5,1,0,0,0,1,4,1,2,2,2,5,1,3,4,6,3,0,6,2,5,4,0,0,1,1,0,0,2,2,2,3,0,3,1,2,1,0,0,0,2,1,0,1,0,0
8638,Faces,0,0,0,0,0,0,2,1,0,2,4,3,3,5,2,4,4,1,2,1,0,0,0,0,0,4,1,5,1,1,6,3,3,4,2,2,3,3,1,1,0,0,0,0,0,4,2,3,3,2,5,3,5,6,2,5,4,1,0,2,0,0,1,0,1,3,2,4,5,6,5,2,6,6,4,1,6,2,4,2
8639,airplanes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,2,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1,1,7,1,5,2,1,6,2,4,3,1,4,0,1,1,0,1,0,1,0,0,1,0,1,0,0,5,0,4,0,1,5,1,2,0
8640,windsor_chair,0,0,0,0,0,5,0,1,0,1,5,1,3,1,3,2,0,0,0,0,0,0,0,0,0,6,0,0,1,0,6,0,2,1,4,2,0,0,0,0,0,0,0,0,0,5,4,2,0,2,5,1,0,0,3,2,0,0,0,0,0,2,0,0,0,3,2,2,0,1,4,2,0,1,1,2,2,0,0,0
8641,bass,0,0,0,0,0,0,0,4,0,2,1,5,5,2,3,1,3,0,5,1,3,1,1,2,3,3,3,6,3,6,4,2,7,3,6,4,1,3,5,4,5,1,2,3,4,4,3,3,6,6,3,1,5,6,5,4,1,3,4,6,1,0,0,1,2,1,3,5,4,5,1,0,1,1,0,3,2,2,5,6
8642,cougar_face,3,1,3,4,3,1,2,3,4,4,1,3,4,5,3,3,0,2,1,1,4,0,4,3,3,4,2,5,6,6,5,1,6,6,6,4,0,1,1,2,5,0,1,5,3,4,3,6,5,6,5,3,5,6,4,6,1,5,6,1,2,3,3,2,3,1,5,5,5,5,2,4,6,2,4,1,1,5,0,1
8643,laptop,2,5,4,3,1,4,1,3,3,3,0,6,0,5,0,3,4,2,5,1,4,0,0,5,0,5,1,5,2,2,0,1,2,1,2,5,3,2,0,1,0,3,6,5,5,1,3,3,2,7,0,5,4,5,6,4,4,5,3,4,0,2,0,6,4,0,3,0,5,3,1,1,7,3,5,1,2,5,2,2
8644,ewer,0,1,0,0,1,1,3,3,5,3,4,2,3,2,3,0,0,0,0,0,0,5,0,0,0,4,1,5,6,3,6,1,2,3,4,0,2,0,0,0,5,3,6,4,3,5,2,6,7,1,4,1,6,4,3,2,2,5,3,3,1,4,1,6,4,0,5,5,5,4,2,5,7,5,3,1,4,7,0,4
8645,nautilus,7,0,0,0,0,7,0,1,0,0,6,1,0,0,3,7,0,0,0,0,7,0,0,0,0,6,2,2,4,3,4,2,5,7,6,7,0,0,3,1,7,0,0,0,0,6,1,1,7,3,6,1,3,3,3,7,0,0,0,0,7,0,0,0,0,7,0,0,6,2,6,0,2,6,2,7,0,0,0,0
8646,tick,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,1,1,1,1,2,0,2,0,2,1,1,3,0,5,6,3,2,6,2,6,0,4,4,0,2,0,2,3,0,4,2,5,4,4,6,1,6,5,6,4,0,4,1,4,3,1,1,2,0,3,2,1,0,5,4,2,4,5,3,2,0,0,1,4,3
8647,pyramid,4,1,3,4,3,0,0,1,1,2,1,1,3,2,4,2,1,1,2,3,0,0,0,0,0,0,0,2,1,2,1,0,1,3,3,2,1,3,2,4,0,0,3,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,3,2,0,1,1,0,1,0,1,0,0,0,1,0,2,0,1,0,1,2,0,3
8648,laptop,0,0,0,0,0,0,0,0,0,0,3,2,2,3,5,1,3,4,6,2,0,0,0,0,0,0,2,1,3,3,2,3,5,3,7,2,1,6,4,6,0,2,2,5,6,0,2,0,4,7,1,2,1,5,5,1,1,6,0,3,0,0,0,2,2,0,1,0,6,7,0,1,3,3,1,0,0,0,0,0
8649,Faces,6,2,2,7,1,0,2,5,2,3,2,4,2,6,4,1,0,1,6,2,6,2,5,2,4,5,2,7,3,4,6,2,6,4,4,7,1,5,4,3,7,1,2,2,2,5,3,3,5,3,6,3,6,4,3,7,1,2,2,3,4,2,5,6,3,3,2,2,6,3,3,4,6,3,5,1,5,3,3,4
8650,Motorbikes,1,7,1,1,2,1,7,1,1,2,1,6,0,2,3,2,4,0,2,2,1,7,2,4,3,1,6,2,5,6,1,5,6,5,5,2,6,1,2,3,1,3,1,1,2,2,3,4,6,7,2,3,3,5,5,3,3,1,5,3,0,6,1,1,1,0,6,1,1,2,0,6,0,2,2,1,5,1,1,1
8651,dragonfly,2,0,0,3,2,4,0,1,2,4,2,0,3,3,2,0,0,0,0,0,1,0,3,1,0,5,2,3,3,5,3,2,5,4,4,1,3,3,5,2,2,0,0,1,1,5,2,2,5,3,2,2,1,2,2,1,2,1,3,2,2,0,3,2,3,5,0,4,2,2,0,0,0,0,0,0,0,0,0,0
8652,Motorbikes,1,0,0,0,0,2,1,0,2,2,3,1,2,0,1,1,1,2,1,2,3,1,0,0,2,4,2,0,5,5,3,3,6,4,5,3,3,2,2,5,3,1,5,2,2,1,5,3,6,6,3,3,6,3,6,5,1,3,2,5,1,2,0,1,0,0,6,2,2,2,0,4,3,3,3,1,2,2,3,2
8653,hedgehog,3,3,2,6,5,1,4,5,6,5,3,4,3,6,5,2,2,3,7,6,4,2,5,6,5,0,3,6,6,7,4,1,3,6,7,4,3,4,6,6,3,3,7,5,5,3,2,4,6,6,3,2,5,5,7,4,4,1,6,6,1,4,5,5,5,3,4,4,6,5,3,3,4,5,5,4,1,3,6,6
8654,Faces,4,1,0,2,0,6,2,5,3,2,4,5,3,5,3,4,0,3,1,1,5,1,0,0,0,5,1,6,2,3,4,3,6,7,3,4,0,1,1,2,4,0,0,0,0,6,1,3,4,4,6,3,5,5,4,4,0,1,2,5,2,2,1,0,1,2,1,7,5,7,5,2,6,6,4,5,2,3,3,4
8655,emu,3,2,6,6,6,3,2,2,5,6,1,2,7,6,7,3,2,4,7,6,3,5,6,3,6,4,2,7,6,6,2,3,4,5,7,3,3,5,5,7,3,5,4,3,6,4,3,6,3,5,4,3,5,5,6,2,2,4,6,7,1,4,5,7,6,2,4,4,4,7,3,2,4,7,7,3,4,2,6,6
8656,chandelier,1,1,3,2,2,3,3,5,3,3,1,3,2,4,6,1,4,3,2,3,0,3,4,1,2,5,1,6,3,4,2,5,2,5,3,0,5,2,5,4,4,4,5,4,3,6,3,2,3,3,4,3,4,5,4,4,4,5,5,4,4,3,3,4,4,5,3,3,6,6,2,3,6,6,6,1,2,3,4,3
8657,buddha,3,2,6,5,6,3,3,7,4,6,3,2,5,7,6,5,1,4,6,4,6,2,4,5,4,5,1,6,6,5,5,2,5,6,5,5,1,2,6,6,6,1,7,5,5,6,1,7,6,3,5,1,5,4,6,6,1,4,5,4,3,4,2,6,5,1,5,5,7,3,0,4,7,4,4,4,3,6,5,5
8658,soccer_ball,0,0,1,0,3,0,2,0,0,5,0,4,1,0,2,0,0,0,1,2,3,0,4,5,3,5,1,0,7,2,2,0,7,1,2,3,0,0,2,2,3,0,0,1,2,0,1,2,1,2,0,4,1,7,3,1,1,2,2,3,0,0,0,0,1,3,5,3,3,2,3,5,3,1,3,0,0,1,0,0
8659,sea_horse,3,3,5,6,7,4,4,6,6,4,5,1,7,5,5,4,3,5,4,5,3,3,4,6,6,4,2,5,7,6,5,2,3,6,6,2,5,6,6,4,3,3,4,6,6,4,4,5,7,3,6,0,3,7,4,4,2,6,6,5,4,1,6,7,5,3,3,5,7,4,4,2,6,6,6,2,3,6,4,6
8660,revolver,0,1,2,0,2,2,6,3,3,4,2,6,3,3,3,0,6,0,0,1,5,0,6,0,6,3,3,2,4,5,0,3,5,3,2,1,4,2,0,3,3,1,5,0,4,2,2,4,3,5,1,4,7,1,4,0,1,2,1,1,3,2,6,5,3,0,2,4,0,4,0,0,0,0,0,0,0,0,0,0
8661,Faces,6,2,5,2,1,3,4,5,6,4,1,4,5,7,5,3,4,3,4,4,4,3,5,7,3,5,4,5,1,3,3,3,4,7,3,3,1,5,6,5,5,3,3,3,1,6,2,3,6,3,6,2,6,4,2,4,2,3,1,7,4,2,3,3,3,5,3,1,7,5,5,2,7,3,4,3,1,2,2,3
8662,rhino,1,2,6,2,4,2,2,2,6,7,3,2,4,5,7,0,3,1,3,6,3,1,4,3,7,2,2,4,6,7,4,1,6,3,7,4,1,6,4,6,5,1,2,3,7,1,4,2,4,6,1,3,7,5,5,2,5,5,6,5,1,4,5,3,3,1,4,5,5,4,1,6,4,2,4,0,4,3,2,4
8663,airplanes,1,5,1,0,1,0,6,0,0,0,0,7,0,0,0,1,5,0,0,0,2,6,2,2,1,0,7,1,1,1,0,7,2,0,2,1,7,0,0,0,1,7,0,1,0,0,7,2,3,2,0,7,3,1,2,2,6,0,3,2,1,5,0,0,0,0,6,0,2,0,1,6,2,3,2,1,6,0,0,1
8664,brain,0,0,0,0,1,2,3,4,1,6,2,3,5,4,6,0,1,1,3,3,1,0,0,3,3,4,3,6,4,3,4,4,6,2,5,4,3,3,2,6,1,2,1,4,1,3,4,6,4,5,1,5,7,5,5,3,2,3,4,4,0,0,0,0,0,1,3,2,1,3,3,1,2,7,5,1,0,3,1,2
8665,Motorbikes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,3,1,3,2,2,4,4,4,6,0,0,0,1,1,1,1,1,1,2,4,5,5,3,5,4,2,6,3,6,2,1,1,3,4,0,1,0,1,1,0,5,1,0,0,0,4,2,0,1,0,1,0,0,1
8666,Motorbikes,2,6,3,4,2,0,6,2,1,4,0,6,3,2,4,2,5,2,5,5,2,5,5,5,4,0,7,6,4,3,1,3,4,5,7,5,4,1,4,4,4,4,3,1,5,0,5,6,5,6,4,2,7,5,5,5,4,4,6,4,1,3,3,1,4,0,5,3,0,2,1,4,2,5,1,2,6,1,3,2
8667,Faces,2,5,2,2,2,1,5,5,5,3,3,1,3,2,3,6,3,4,5,2,2,6,2,2,2,5,2,6,5,4,6,0,3,1,2,6,1,3,1,3,4,0,0,0,1,6,2,6,6,2,6,0,1,0,1,6,1,1,2,2,2,0,2,0,2,5,3,4,5,3,3,1,0,2,2,6,1,1,2,2
8668,Faces,3,7,6,2,2,1,6,6,4,3,1,7,4,5,4,3,4,1,5,2,4,2,6,5,6,3,2,5,3,3,3,2,2,5,2,4,2,3,6,5,4,1,4,4,7,4,2,0,4,2,3,2,1,2,1,5,1,5,6,6,4,1,5,6,7,4,0,4,5,1,2,1,4,0,2,5,1,6,5,6
8669,hedgehog,0,2,3,0,2,2,5,6,1,5,1,4,7,3,6,1,5,2,5,5,4,1,7,3,6,3,1,6,6,7,2,4,0,7,6,2,4,4,7,3,4,2,6,5,6,4,2,5,7,4,3,5,5,5,2,1,4,3,3,2,2,4,6,7,2,2,6,5,5,4,2,5,5,7,4,1,5,5,3,3
8670,Faces,4,1,0,1,1,0,2,5,1,2,2,4,6,6,2,3,2,1,1,1,3,4,1,2,1,4,3,6,2,2,4,3,4,6,2,5,5,4,3,2,3,1,1,2,1,4,3,4,3,3,6,1,6,6,3,7,3,4,2,2,1,6,4,3,2,3,5,2,5,4,5,4,5,3,3,3,4,2,2,1
8671,Faces,6,3,4,1,1,2,6,5,5,4,0,4,0,3,1,3,5,3,4,4,6,2,4,4,3,3,3,5,6,2,6,2,6,2,3,6,1,3,2,2,4,1,0,2,2,5,3,4,5,3,5,3,2,6,2,6,6,4,2,2,4,3,2,1,2,6,2,6,6,2,5,5,3,4,3,7,3,2,3,2
8672,rooster,4,3,6,5,3,4,3,6,6,3,4,3,5,4,2,3,4,5,3,2,3,3,6,6,4,3,4,4,6,5,2,4,6,5,5,4,2,5,6,2,4,2,6,6,5,4,2,6,5,5,3,2,5,5,5,3,3,6,5,6,2,4,6,6,5,2,4,6,5,6,2,3,6,6,6,3,4,5,6,6
8673,brain,0,0,4,0,3,0,6,6,2,2,2,5,2,6,4,3,1,1,6,3,4,1,7,0,3,3,3,6,0,2,3,1,4,2,2,5,1,2,2,2,4,1,2,7,1,3,1,2,6,3,3,1,4,6,2,0,3,7,4,4,1,2,1,6,0,2,4,1,7,1,0,5,2,4,3,0,1,4,0,0
8674,cannon,1,3,3,6,2,1,2,2,1,5,1,4,1,2,4,0,3,0,3,2,5,2,4,4,6,2,5,5,3,6,3,3,3,5,7,4,4,3,2,6,5,1,5,6,5,3,4,4,2,6,5,3,3,5,6,4,3,5,5,5,5,6,1,4,3,6,1,3,5,6,4,4,3,3,6,1,6,6,4,4
8675,Faces,0,2,0,0,0,1,6,5,2,3,2,4,5,6,4,2,2,0,1,1,5,0,2,1,0,3,3,5,5,2,5,2,5,6,3,5,0,5,1,0,3,0,0,1,1,4,3,5,6,3,6,2,5,4,2,3,4,6,2,3,1,0,3,3,1,3,3,1,6,3,3,2,7,1,3,3,1,3,3,2
8676,Leopards,2,3,2,0,3,1,4,4,5,5,1,5,3,6,6,3,5,3,2,7,1,4,2,1,2,1,5,4,1,3,2,2,4,5,7,3,1,6,6,7,2,5,5,4,4,2,3,5,7,6,1,2,4,7,7,2,4,3,4,7,3,6,1,5,2,0,6,3,3,4,1,5,4,2,5,2,5,6,2,4
8677,sunflower,1,1,0,2,1,3,4,3,5,5,5,3,6,4,5,0,2,1,0,1,0,6,3,4,3,1,3,6,6,3,2,5,5,6,4,2,2,6,2,4,0,0,2,0,0,5,2,5,4,6,4,1,5,7,4,0,1,2,0,2,2,3,3,4,3,3,3,4,5,3,4,1,5,4,3,1,1,3,0,2
8678,chair,6,1,2,6,5,3,5,4,5,3,5,2,4,5,3,6,1,0,2,3,5,1,4,4,4,1,5,5,3,3,5,2,6,5,4,6,0,0,0,0,2,1,6,3,7,3,2,0,6,6,1,5,4,0,3,5,2,3,2,3,1,2,4,5,6,4,2,4,3,6,2,3,5,5,5,5,2,3,3,4
8679,cougar_face,2,4,4,7,2,2,5,5,5,3,3,4,7,5,4,1,4,4,7,4,2,3,5,4,2,5,2,6,5,5,4,2,5,6,4,6,1,5,5,3,1,2,3,2,2,5,1,4,4,4,3,3,6,5,3,4,3,5,6,2,1,2,4,2,2,4,3,4,4,2,4,3,7,5,3,4,1,4,5,2
8680,stegosaurus,0,6,6,0,5,1,5,3,3,5,3,6,4,5,3,2,5,3,4,4,3,6,5,2,4,3,3,6,4,5,5,3,5,6,4,1,2,4,1,3,6,3,4,7,4,3,5,6,3,5,3,3,5,5,6,3,4,4,5,3,3,5,5,5,4,3,7,4,3,2,2,6,5,2,4,0,7,4,3,4
8681,Motorbikes,1,2,0,0,0,1,3,3,2,1,3,1,3,3,1,2,0,1,0,0,2,2,1,2,2,1,5,3,6,5,5,2,3,3,5,4,1,3,2,1,3,1,2,2,3,2,4,4,4,6,4,3,4,6,5,3,1,0,3,2,1,1,1,0,0,0,2,1,0,1,0,3,1,2,2,1,1,1,0,0
8682,cougar_face,3,1,5,6,5,2,3,4,3,5,1,3,3,6,5,4,1,7,4,6,4,2,7,3,4,4,2,5,7,5,4,2,5,6,5,5,2,5,6,5,4,1,3,7,3,5,2,6,5,3,3,3,5,6,5,5,2,6,5,5,4,1,7,3,7,4,3,4,7,4,1,2,5,6,6,6,1,2,5,6
